filename,width,height,class,xmin,ymin,xmax,ymax
brasse1_000030.png,256,256,head,71,97,98,123
brasse1_000031.png,256,256,head,71,102,98,124
brasse1_000032.png,256,256,head,66,111,94,128
brasse1_000033.png,256,256,head,65,113,97,128
brasse1_000034.png,256,256,head,63,120,90,132
brasse1_000035.png,256,256,head,68,124,93,137
brasse1_000035.png,256,256,head,201,216,236,235
brasse1_000036.png,256,256,head,69,126,97,137
brasse1_000036.png,256,256,head,204,209,235,239
brasse1_000037.png,256,256,head,205,200,235,236
brasse1_000038.png,256,256,head,202,194,234,230
brasse1_000039.png,256,256,head,204,188,236,226
brasse1_000040.png,256,256,head,65,117,94,131
brasse1_000040.png,256,256,head,202,182,236,220
brasse1_000041.png,256,256,head,64,110,95,134
brasse1_000041.png,256,256,head,204,178,240,216
brasse1_000042.png,256,256,head,68,103,97,134
brasse1_000042.png,256,256,head,206,176,235,211
brasse1_000043.png,256,256,head,70,94,96,132
brasse1_000043.png,256,256,head,204,175,234,211
brasse1_000044.png,256,256,head,71,89,101,125
brasse1_000044.png,256,256,head,204,182,235,214
brasse1_000045.png,256,256,head,70,86,100,122
brasse1_000045.png,256,256,head,205,184,237,220
brasse1_000046.png,256,256,head,72,84,100,118
brasse1_000046.png,256,256,head,209,191,240,222
brasse1_000047.png,256,256,head,71,81,100,116
brasse1_000047.png,256,256,head,211,198,238,223
brasse1_000048.png,256,256,head,70,82,96,116
brasse1_000048.png,256,256,head,208,208,233,229
brasse1_000049.png,256,256,head,71,86,98,118
brasse1_000050.png,256,256,head,70,89,96,120
brasse1_000051.png,256,256,head,68,95,96,123
brasse1_000052.png,256,256,head,65,101,95,127
brasse1_000053.png,256,256,head,63,109,94,129
brasse1_000054.png,256,256,head,62,114,89,134
brasse1_000055.png,256,256,head,59,119,90,132
brasse1_000056.png,256,256,head,61,121,86,134
brasse1_000057.png,256,256,head,61,126,91,137
brasse1_000062.png,256,256,head,63,111,90,137
brasse1_000062.png,256,256,head,200,219,230,238
brasse1_000063.png,256,256,head,62,104,93,136
brasse1_000063.png,256,256,head,200,212,231,241
brasse1_000064.png,256,256,head,65,97,95,130
brasse1_000064.png,256,256,head,202,202,231,238
brasse1_000065.png,256,256,head,65,93,96,127
brasse1_000065.png,256,256,head,202,197,231,233
brasse1_000066.png,256,256,head,68,86,97,122
brasse1_000066.png,256,256,head,200,188,232,226
brasse1_000067.png,256,256,head,65,87,98,119
brasse1_000067.png,256,256,head,202,183,229,223
brasse1_000068.png,256,256,head,66,84,99,117
brasse1_000068.png,256,256,head,199,181,229,219
brasse1_000069.png,256,256,head,67,82,97,119
brasse1_000069.png,256,256,head,199,180,231,217
brasse1_000070.png,256,256,head,66,86,96,121
brasse1_000070.png,256,256,head,200,181,232,218
brasse1_000071.png,256,256,head,65,93,95,126
brasse1_000071.png,256,256,head,202,184,231,216
brasse1_000072.png,256,256,head,65,97,94,127
brasse1_000072.png,256,256,head,201,190,233,225
brasse1_000073.png,256,256,head,63,105,89,131
brasse1_000073.png,256,256,head,207,196,235,228
brasse1_000074.png,256,256,head,62,109,92,129
brasse1_000074.png,256,256,head,206,203,232,231
brasse1_000075.png,256,256,head,207,210,229,230
brasse1_000081.png,256,256,head,70,99,97,117
brasse1_000081.png,256,256,head,181,190,210,220
brasse1_000082.png,256,256,head,73,104,97,122
brasse1_000082.png,256,256,head,181,187,209,221
brasse1_000083.png,256,256,head,179,187,208,216
brasse1_000084.png,256,256,head,179,187,209,218
brasse1_000085.png,256,256,head,180,193,206,220
brasse1_000086.png,256,256,head,181,197,208,224
brasse1_000087.png,256,256,head,179,203,203,229
brasse1_000091.png,256,256,head,69,95,97,122
brasse2_000000.png,256,256,head,64,0,94,27
brasse2_000000.png,256,256,head,70,113,95,127
brasse2_000001.png,256,256,head,68,0,96,23
brasse2_000001.png,256,256,head,70,108,96,124
brasse2_000002.png,256,256,head,70,0,98,22
brasse2_000002.png,256,256,head,69,107,96,125
brasse2_000003.png,256,256,head,75,0,101,19
brasse2_000003.png,256,256,head,70,99,97,124
brasse2_000004.png,256,256,head,75,1,100,15
brasse2_000004.png,256,256,head,71,94,100,121
brasse2_000005.png,256,256,head,72,0,100,13
brasse2_000005.png,256,256,head,72,86,100,117
brasse2_000006.png,256,256,head,74,0,100,17
brasse2_000006.png,256,256,head,73,82,100,113
brasse2_000006.png,256,256,head,74,213,105,238
brasse2_000007.png,256,256,head,73,0,97,23
brasse2_000007.png,256,256,head,74,79,100,111
brasse2_000007.png,256,256,head,74,208,107,238
brasse2_000008.png,256,256,head,71,4,95,27
brasse2_000008.png,256,256,head,77,79,102,109
brasse2_000008.png,256,256,head,74,201,107,232
brasse2_000009.png,256,256,head,74,11,95,23
brasse2_000009.png,256,256,head,76,78,103,107
brasse2_000009.png,256,256,head,77,195,105,226
brasse2_000010.png,256,256,head,76,16,95,24
brasse2_000010.png,256,256,head,75,79,102,108
brasse2_000010.png,256,256,head,75,189,108,221
brasse2_000011.png,256,256,head,78,81,102,110
brasse2_000011.png,256,256,head,77,186,105,218
brasse2_000012.png,256,256,head,79,85,102,113
brasse2_000012.png,256,256,head,77,184,105,216
brasse2_000013.png,256,256,head,75,90,99,118
brasse2_000013.png,256,256,head,77,181,107,215
brasse2_000014.png,256,256,head,75,95,100,121
brasse2_000014.png,256,256,head,75,182,105,215
brasse2_000015.png,256,256,head,74,103,99,120
brasse2_000015.png,256,256,head,77,184,105,214
brasse2_000016.png,256,256,head,75,187,104,217
brasse2_000017.png,256,256,head,75,193,105,223
brasse2_000018.png,256,256,head,77,200,101,226
brasse2_000019.png,256,256,head,72,19,94,31
brasse2_000019.png,256,256,head,75,206,96,227
brasse2_000020.png,256,256,head,73,14,99,32
brasse2_000021.png,256,256,head,72,8,99,30
brasse2_000022.png,256,256,head,71,3,100,27
brasse2_000023.png,256,256,head,73,0,99,24
brasse2_000023.png,256,256,head,68,107,95,120
brasse2_000024.png,256,256,head,76,0,103,21
brasse2_000024.png,256,256,head,70,100,96,122
brasse2_000025.png,256,256,head,78,0,104,20
brasse2_000026.png,256,256,head,78,0,104,17
brasse2_000026.png,256,256,head,70,87,98,118
brasse2_000027.png,256,256,head,78,0,104,16
brasse2_000027.png,256,256,head,72,84,97,115
brasse2_000028.png,256,256,head,80,0,106,19
brasse2_000028.png,256,256,head,75,82,102,112
brasse2_000029.png,256,256,head,78,0,100,19
brasse2_000029.png,256,256,head,73,77,98,104
brasse2_000030.png,256,256,head,73,0,98,20
brasse2_000030.png,256,256,head,70,76,98,103
brasse2_000031.png,256,256,head,76,6,103,21
brasse2_000031.png,256,256,head,77,78,102,108
brasse2_000032.png,256,256,head,82,13,105,28
brasse2_000032.png,256,256,head,76,82,102,109
brasse2_000032.png,256,256,head,65,216,95,237
brasse2_000033.png,256,256,head,77,86,103,114
brasse2_000033.png,256,256,head,64,208,94,233
brasse2_000034.png,256,256,head,77,91,102,114
brasse2_000034.png,256,256,head,64,202,94,231
brasse2_000035.png,256,256,head,74,97,95,112
brasse2_000035.png,256,256,head,62,195,95,225
brasse2_000036.png,256,256,head,60,189,92,222
brasse2_000037.png,256,256,head,65,185,95,218
brasse2_000038.png,256,256,head,65,185,92,213
brasse2_000039.png,256,256,head,62,181,91,214
brasse2_000040.png,256,256,head,65,182,90,214
brasse2_000041.png,256,256,head,64,183,92,214
brasse2_000042.png,256,256,head,64,186,93,216
brasse2_000043.png,256,256,head,65,191,91,222
brasse2_000044.png,256,256,head,77,7,106,29
brasse2_000044.png,256,256,head,64,198,91,226
brasse2_000045.png,256,256,head,81,3,109,27
brasse2_000045.png,256,256,head,70,102,95,122
brasse2_000045.png,256,256,head,63,206,85,227
brasse2_000046.png,256,256,head,83,0,112,26
brasse2_000046.png,256,256,head,71,95,99,123
brasse2_000047.png,256,256,head,86,0,113,22
brasse2_000047.png,256,256,head,73,90,100,119
brasse2_000048.png,256,256,head,85,0,117,20
brasse2_000048.png,256,256,head,73,84,102,117
brasse2_000049.png,256,256,head,91,0,119,19
brasse2_000049.png,256,256,head,77,80,107,114
brasse2_000050.png,256,256,head,90,0,117,19
brasse2_000050.png,256,256,head,77,79,108,111
brasse2_000051.png,256,256,head,94,0,120,20
brasse2_000051.png,256,256,head,77,80,105,110
brasse2_000052.png,256,256,head,95,0,120,24
brasse2_000052.png,256,256,head,81,82,107,112
brasse2_000053.png,256,256,head,92,1,121,25
brasse2_000053.png,256,256,head,81,84,108,113
brasse2_000054.png,256,256,head,95,6,121,27
brasse2_000054.png,256,256,head,83,90,106,115
brasse2_000055.png,256,256,head,82,93,104,114
brasse2_000056.png,256,256,head,79,99,104,116
brasse2_000059.png,256,256,head,57,206,87,234
brasse2_000060.png,256,256,head,57,198,88,230
brasse2_000061.png,256,256,head,57,194,86,226
brasse2_000062.png,256,256,head,58,189,85,222
brasse2_000063.png,256,256,head,56,185,85,217
brasse2_000064.png,256,256,head,56,183,85,215
brasse2_000065.png,256,256,head,56,182,84,215
brasse2_000066.png,256,256,head,91,10,118,33
brasse2_000066.png,256,256,head,71,104,101,123
brasse2_000066.png,256,256,head,54,182,82,212
brasse2_000067.png,256,256,head,90,6,123,30
brasse2_000067.png,256,256,head,74,97,103,122
brasse2_000067.png,256,256,head,56,185,87,216
brasse2_000068.png,256,256,head,93,1,122,28
brasse2_000068.png,256,256,head,78,92,105,124
brasse2_000068.png,256,256,head,57,190,84,221
brasse2_000069.png,256,256,head,97,0,124,24
brasse2_000069.png,256,256,head,79,87,106,118
brasse2_000069.png,256,256,head,56,197,83,224
brasse2_000070.png,256,256,head,98,0,126,22
brasse2_000070.png,256,256,head,79,84,109,116
brasse2_000070.png,256,256,head,53,202,78,227
brasse2_000071.png,256,256,head,100,0,128,20
brasse2_000071.png,256,256,head,82,82,109,113
brasse2_000072.png,256,256,head,102,0,129,18
brasse2_000072.png,256,256,head,85,79,113,111
brasse2_000073.png,256,256,head,101,0,129,20
brasse2_000073.png,256,256,head,82,81,109,113
brasse2_000074.png,256,256,head,102,0,129,20
brasse2_000074.png,256,256,head,81,85,109,114
brasse2_000075.png,256,256,head,103,1,126,25
brasse2_000075.png,256,256,head,83,89,107,115
brasse2_000076.png,256,256,head,98,3,124,24
brasse2_000076.png,256,256,head,80,93,105,120
brasse2_000077.png,256,256,head,100,12,124,23
brasse2_000077.png,256,256,head,78,102,103,119
brasse2_000078.png,256,256,head,76,106,98,120
brasse2_000083.png,256,256,head,37,215,66,235
brasse2_000084.png,256,256,head,38,208,66,234
brasse2_000085.png,256,256,head,37,203,68,231
brasse2_000086.png,256,256,head,36,197,67,228
brasse2_000087.png,256,256,head,39,191,70,223
brasse2_000088.png,256,256,head,69,104,95,129
brasse2_000088.png,256,256,head,38,188,66,221
brasse2_000089.png,256,256,head,95,15,122,33
brasse2_000089.png,256,256,head,69,98,95,122
brasse2_000089.png,256,256,head,37,187,71,219
brasse2_000090.png,256,256,head,95,9,124,32
brasse2_000090.png,256,256,head,73,92,102,120
brasse2_000090.png,256,256,head,40,185,67,218
brasse3_000000.png,128,128,head,35,46,47,60
brasse3_000000.png,128,128,head,80,103,96,119
brasse3_000001.png,128,128,head,35,49,47,64
brasse3_000001.png,128,128,head,81,97,96,116
brasse3_000002.png,128,128,head,35,54,47,63
brasse3_000002.png,128,128,head,81,93,95,111
brasse3_000003.png,128,128,head,37,58,48,65
brasse3_000003.png,128,128,head,82,92,96,110
brasse3_000004.png,128,128,head,83,92,95,109
brasse3_000005.png,128,128,head,83,91,97,110
brasse3_000006.png,128,128,head,83,93,97,110
brasse3_000007.png,128,128,head,83,93,97,109
brasse3_000019.png,128,128,head,40,46,52,60
brasse3_000020.png,128,128,head,41,44,53,57
brasse3_000021.png,128,128,head,40,43,54,57
brasse3_000022.png,128,128,head,40,41,54,57
brasse3_000023.png,128,128,head,39,41,52,57
brasse3_000024.png,128,128,head,38,42,49,57
brasse3_000025.png,128,128,head,37,44,48,59
brasse3_000026.png,128,128,head,35,47,46,61
brasse3_000027.png,128,128,head,37,53,49,64
brasse3_000028.png,128,128,head,76,101,94,117
brasse3_000029.png,128,128,head,78,99,95,114
brasse3_000030.png,128,128,head,78,96,94,112
brasse3_000031.png,128,128,head,78,94,94,112
brasse3_000032.png,128,128,head,79,95,94,111
brasse3_000033.png,128,128,head,78,95,94,113
brasse3_000034.png,128,128,head,78,97,91,114
brasse3_000043.png,128,128,head,30,52,45,64
brasse3_000044.png,128,128,head,30,48,48,61
brasse3_000045.png,128,128,head,31,46,47,60
brasse3_000046.png,128,128,head,32,45,47,58
brasse3_000047.png,128,128,head,31,43,47,60
brasse3_000048.png,128,128,head,31,42,46,61
brasse3_000049.png,128,128,head,31,44,44,62
brasse3_000050.png,128,128,head,29,46,43,63
brasse3_000051.png,128,128,head,29,50,42,64
brasse3_000052.png,128,128,head,30,55,43,65
brasse3_000053.png,128,128,head,64,111,82,127
brasse3_000054.png,128,128,head,65,108,81,123
brasse3_000055.png,128,128,head,65,104,82,121
brasse3_000056.png,128,128,head,66,102,81,119
brasse3_000057.png,128,128,head,67,99,80,117
brasse3_000058.png,128,128,head,66,98,81,118
brasse3_000059.png,128,128,head,67,98,82,117
brasse3_000060.png,128,128,head,68,99,80,118
brasse3_000061.png,128,128,head,65,103,80,120
brasse3_000062.png,128,128,head,65,105,80,122
brasse3_000069.png,128,128,head,29,51,45,64
brasse3_000070.png,128,128,head,30,47,46,63
brasse4_000000.png,128,128,head,58,66,74,80
brasse4_000001.png,128,128,head,58,67,75,81
brasse4_000001.png,128,128,head,108,31,117,40
brasse4_000002.png,128,128,head,59,69,73,82
brasse4_000002.png,128,128,head,107,30,118,37
brasse4_000003.png,128,128,head,107,26,117,35
brasse4_000004.png,128,128,head,105,25,116,33
brasse4_000005.png,128,128,head,106,23,116,32
brasse4_000006.png,128,128,head,105,21,116,32
brasse4_000007.png,128,128,head,105,21,116,32
brasse4_000008.png,128,128,head,103,20,115,30
brasse4_000008.png,128,128,head,121,4,127,11
brasse4_000009.png,128,128,head,104,21,114,27
brasse4_000009.png,128,128,head,122,1,127,9
brasse4_000010.png,128,128,head,101,22,113,28
brasse4_000010.png,128,128,head,121,0,127,7
brasse4_000023.png,128,128,head,39,68,54,81
brasse4_000024.png,128,128,head,38,68,51,80
brasse4_000026.png,128,128,head,29,63,42,78
brasse4_000027.png,128,128,head,28,63,40,76
brasse4_000028.png,128,128,head,26,63,39,75
brasse4_000028.png,128,128,head,79,31,89,38
brasse4_000029.png,128,128,head,25,65,37,77
brasse4_000029.png,128,128,head,78,28,87,36
brasse4_000030.png,128,128,head,76,25,84,33
brasse4_000031.png,128,128,head,79,22,88,31
brasse4_000032.png,128,128,head,84,23,95,31
brasse4_000033.png,128,128,head,87,20,100,31
brasse4_000034.png,128,128,head,87,19,97,30
brasse4_000035.png,128,128,head,85,19,96,29
brasse4_000036.png,128,128,head,87,20,99,30
brasse4_000037.png,128,128,head,91,20,101,30
brasse4_000037.png,128,128,head,113,6,122,12
brasse4_000038.png,128,128,head,89,21,99,31
brasse4_000038.png,128,128,head,114,5,122,12
brasse4_000039.png,128,128,head,87,22,97,31
brasse4_000039.png,128,128,head,113,4,124,11
brasse4_000040.png,128,128,head,87,25,95,30
brasse4_000040.png,128,128,head,113,3,122,9
brasse4_000047.png,128,128,head,19,77,32,88
chartres1.png,115,133,head,53,59,65,72
chartres10.png,155,186,head,68,20,84,68
chartres100.png,268,163,head,53,45,80,75
chartres101.png,223,149,head,18,50,38,72
chartres102.png,220,207,head,134,70,153,91
chartres102.png,220,207,head,22,12,39,31
chartres103.png,274,204,head,52,16,77,43
chartres104.png,238,145,head,16,53,36,77
chartres105.png,247,240,head,159,68,181,93
chartres105.png,247,240,head,14,17,33,40
chartres106.png,318,153,head,28,8,58,34
chartres107.png,312,122,head,6,9,33,36
chartres108.png,298,120,head,15,18,39,41
chartres109.png,279,132,head,19,10,41,38
chartres11.png,172,185,head,22,12,38,75
chartres110.png,274,257,head,164,15,188,43
chartres110.png,274,257,head,11,56,32,79
chartres111.png,281,243,head,36,9,53,30
chartres111.png,281,243,head,155,88,180,112
chartres112.png,210,107,head,36,28,51,47
chartres113.png,170,101,head,26,31,43,50
chartres114.png,224,238,head,34,81,70,111
chartres115.png,163,193,head,16,67,47,92
chartres116.png,167,198,head,110,85,134,111
chartres116.png,167,198,head,8,43,30,62
chartres117.png,105,182,head,110,33,131,52
chartres117.png,105,182,head,54,3,72,19
chartres118.png,93,131,head,81,32,98,49
chartres119.png,78,235,head,24,19,60,51
chartres12.png,154,185,head,63,4,80,83
chartres120.png,180,189,head,35,61,63,87
chartres121.png,174,186,head,70,67,96,94
chartres122.png,165,165,head,58,72,70,92
chartres123.png,137,251,head,40,37,59,56
chartres123.png,137,251,head,197,51,219,71
chartres124.png,157,339,head,30,15,49,32
chartres124.png,157,339,head,263,60,283,81
chartres125.png,189,214,head,26,34,46,64
chartres126.png,163,252,head,105,39,132,68
chartres127.png,121,239,head,126,4,153,33
chartres128.png,150,229,head,58,115,79,141
chartres128.png,150,229,head,166,5,185,32
chartres128.png,150,229,head,86,82,107,100
chartres129.png,151,167,head,40,23,70,54
chartres130.png,91,129,head,28,2,45,27
chartres131.png,98,157,head,58,12,76,25
chartres131.png,98,157,head,16,50,33,64
chartres132.png,60,123,head,16,14,32,31
chartres133.png,83,207,head,166,21,188,43
chartres134.png,113,187,head,62,23,85,46
chartres135.png,151,170,head,123,15,142,37
chartres135.png,151,170,head,61,87,81,104
chartres136.png,119,165,head,12,66,26,84
chartres136.png,119,165,head,85,45,101,58
chartres136.png,119,165,head,132,17,143,32
chartres137.png,93,176,head,37,21,65,49
chartres138.png,152,186,head,43,59,78,84
chartres139.png,177,153,head,81,64,104,87
chartres140.png,73,239,head,120,10,140,24
chartres141.png,130,231,head,43,52,60,77
chartres141.png,130,231,head,160,4,176,22
chartres142.png,126,194,head,21,41,38,60
chartres142.png,126,194,head,107,14,121,28
chartres143.png,113,243,head,10,61,21,71
chartres143.png,113,243,head,123,32,137,49
chartres143.png,113,243,head,194,11,208,25
chartres144.png,134,213,head,74,20,103,42
chartres145.png,125,157,head,58,25,79,44
chartres146.png,116,171,head,79,26,101,43
chartres147.png,117,167,head,79,29,97,46
chartres148.png,157,225,head,124,47,154,74
chartres149.png,144,265,head,101,26,128,54
chartres15.png,197,161,d,48,128,161,157
chartres150.png,98,191,head,64,22,81,38
chartres151.png,134,242,head,125,49,139,65
chartres151.png,134,242,head,198,77,214,93
chartres152.png,134,242,head,195,76,215,93
chartres152.png,134,242,head,124,48,140,66
chartres153.png,174,302,head,121,52,161,77
chartres154.png,89,171,head,89,17,114,44
chartres155.png,127,197,head,79,14,113,42
chartres156.png,142,211,head,172,71,193,95
chartres156.png,142,211,head,55,16,74,37
chartres157.png,87,172,head,87,18,102,36
chartres158.png,137,232,head,136,63,159,94
chartres158.png,137,232,head,37,27,60,45
chartres159.png,144,206,head,133,70,155,98
chartres159.png,144,206,head,26,16,43,40
chartres16.png,172,185,head,38,16,54,62
chartres160.png,223,224,head,16,53,59,89
chartres161.png,204,165,head,8,38,44,65
chartres162.png,226,129,head,7,21,35,43
chartres163.png,147,117,head,1,36,22,61
chartres164.png,229,115,head,15,30,41,49
chartres165.png,121,164,head,15,21,34,36
chartres165.png,121,164,head,89,21,112,41
chartres166.png,199,141,head,76,19,95,36
chartres17.png,143,207,head,60,43,73,80
chartres18.png,170,210,head,36,2,53,65
chartres19.png,149,269,head,43,20,60,78
chartres2.png,117,141,head,31,65,47,86
chartres20.png,145,188,head,34,2,55,51
chartres21.png,155,167,head,37,7,57,52
chartres22.png,144,217,d,54,11,78,63
chartres23.png,123,182,head,49,25,67,72
chartres24.png,153,165,head,20,6,51,42
chartres25.png,127,171,head,18,18,55,61
chartres26.png,167,196,head,16,1,65,75
chartres27.png,133,143,head,35,15,68,51
chartres28.png,141,176,head,53,22,91,63
chartres29.png,143,171,head,44,14,78,53
chartres3.png,119,152,head,51,66,64,85
chartres30.png,148,219,head,51,19,92,57
chartres31.png,168,239,head,70,12,118,58
chartres32.png,185,291,head,87,52,137,92
chartres33.png,133,137,head,54,22,77,50
